Route,Direction,Stop 1,Stop 2,Stop 3,Stop 4,Stop 5,Stop 6,Stop 7,Stop 8,Stop 9,Stop 10,Stop 11,Stop 12,Stop 13,Stop 14,Stop 15,Stop 16,Stop 17,Stop 18,Stop 19,Stop 20,Stop 21,Stop 22,Stop 23,Stop 24,Stop 25,Stop 26,Stop 27,Stop 28,Stop 29,Stop 30,Stop 31,Stop 32,Stop 33,Stop 34,Stop 35,Stop 36,Stop 37,Stop 38,Stop 39,Stop 40,Stop 41,Stop 42,Stop 43,Stop 44,Stop 45,Stop 46,Stop 47,Stop 48,Stop 49,Stop 50,Stop 51,Stop 52,Stop 53,Stop 54,Stop 55,Stop 56,Stop 57,Stop 58,Stop 59,Stop 60,Stop 61,Stop 62,Stop 63,Stop 64,Stop 65,Stop 66,Stop 67,Stop 68,Stop 69,Stop 70,Stop 71,Stop 72,Stop 73,Stop 74,Stop 75,Stop 76,Stop 77,Stop 78,Stop 79,Stop 80,Stop 81,Stop 82,Stop 83,Stop 84,Stop 85,Stop 86,Stop 87,Stop 88,Stop 89,Stop 90,Stop 91,Stop 92,Stop 93,Stop 94,Stop 95,Stop 96,Stop 97,Stop 98,Stop 99,Stop 100,Stop 101,Stop 102,Stop 103,Stop 104,Stop 105,Stop 106,Stop 107,Stop 108,Stop 109,Stop 110,Stop 111,Stop 112,Stop 113,Stop 114,Stop 115,Stop 116,Stop 117
Bx6-SBS,SELECT BUS HUNTS POINT,RIVERSIDE DR W/157-10 RIVERSIDE DR W,EDWARD M MORGAN PL/W 157 ST,W 155 ST/AMSTERDAM AV,E 161 ST/RIVER AV,E 161 ST/SHERMAN AV,E 161 ST/MELROSE AV,E 163 ST/3 AV,E 163 ST/PROSPECT AV,E 163 St/INTERVALE AV,HUNTS POINT AV/BRUCKNER BL,HUNTS POINT AV/SENECA AV,HUNTS POINT AV/COSTER ST,HALLECK ST/SPOFFORD AV,HALLECK ST/FOOD CENTER DR,HALLECK ST/VIELE AV,RYAWA AV/HALLECK ST,FOOD CENTER DR/FULTON FISH MARKET,FOOD CENTER DR/FARRAGUT ST,FOOD CENTER DR/HUNTS PT MARKET,FOOD CENTER DR/155 FOOD CENTER DR(BALDOR),FOOD CENTER DR/TERMINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx6-SBS,SELECT BUS WASHINGTON HTS RIVERSIDE DR,FOOD CENTER DR/TERMINAL,HALLECK ST/FOOD CENTER DR,HALLECK ST/SPOFFORD AV,HUNTS POINT AV/SPOFFORD AV,HUNTS POINT AV/SENECA AV,HUNTS POINT AV/E 163 ST,E 163 ST/INTERVALE AV,E 163 ST/PROSPECT AV,E 163 ST/3 AV,E 161 ST/MELROSE AV,E 161 ST/SHERMAN AV,E 161 ST/RIVER AV,W 155 ST/AMSTERDAM AV,W 157 ST/EDWARD M MORGAN PL,RIVERSIDE DR W/157-10 RIVERSIDE DR W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx7,RIVERDALE 263 ST,ST NICHOLAS AV/W 167 ST,BROADWAY/W 171 ST,BROADWAY/W 173 ST,BROADWAY/W 175 ST,BROADWAY/W 178 ST,BROADWAY/W 181 ST,BROADWAY/W 183 ST,BROADWAY/W 185 ST,BROADWAY/W 187 ST,BROADWAY/W 189 ST,BROADWAY/FAIRVIEW AV,BROADWAY/W 193 ST,BROADWAY/W 196 ST,BROADWAY/SHERMAN AV,BROADWAY/ARDEN ST,BROADWAY/DYCKMAN ST,BROADWAY/ACADEMY ST,BROADWAY/W 204 ST,BROADWAY/ISHAM ST-W 211 ST,BROADWAY/W 213 ST,BROADWAY/W 215 ST,BROADWAY/W 218 ST,BROADWAY/W 220 ST,BROADWAY/W 225 ST,BROADWAY/W 228 ST,BROADWAY/EXTERIOR ST,W 231 ST/BROADWAY,W 231 ST/KINGSBRIDGE AV,W 231 ST/TIBBETT AV,RIVERDALE AV/GREYSTONE AV,RIVERDALE AV/W 236 ST,RIVERDALE AV/W 238 ST,HENRY HUDSON PKY E/W 239 ST,HENRY HUDSON PKY E/W 246 ST,HENRY HUDSON PKY E/W 250 ST,HENRY HUDSON PKY E/W 252 ST,RIVERDALE AV/W 254 ST,RIVERDALE AV/W 256 ST,RIVERDALE AV/W 259 ST,RIVERDALE AV/W 260 ST,RIVERDALE AV/W 261 ST,RIVERDALE AV/W 263 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx7,WASHINGTON HEIGHTS 168 ST via BROADWAY,RIVERDALE AV/W 263 ST,RIVERDALE AV/W 261 ST,RIVERDALE AV/W 260 ST,RIVERDALE AV/W 259 ST,RIVERDALE AV/W 256 ST,RIVERDALE AV/W 254 ST,HENRY HUDSON PKY W/W 252 ST,HENRY HUDSON PKY W/W 249 ST,HENRY HUDSON PKY W/W 246 ST,W 239 ST/RIVERDALE AV,RIVERDALE AV/W 238 ST,RIVERDALE AV/W 236 ST,W 231 ST/RIVERDALE AV,W 231 ST/CORLEAR AV,KINGSBRIDGE AV/W 230 ST,W 230 ST/BROADWAY,BROADWAY/W 228 ST,BROADWAY/W 225 ST,BROADWAY/W 220 ST,BROADWAY/W 218 ST,BROADWAY/W 215 ST,BROADWAY/W 213 ST,BROADWAY/ISHAM ST,BROADWAY/W 207 ST,BROADWAY/W 204 ST,BROADWAY/ACADEMY ST,BROADWAY/RIVERSIDE DR,BROADWAY/DONGAN PL,BROADWAY/SHERMAN AV,BROADWAY/BENNETT AV,BROADWAY/W 192 ST,BROADWAY/W 190 ST,BROADWAY/W 189 ST,BROADWAY/W 187 ST,BROADWAY/W 185 ST,BROADWAY/W 181 ST,BROADWAY/W 178 ST,BROADWAY/W 176 ST,BROADWAY/W 174 ST,BROADWAY/W 172 ST,BROADWAY/W 170 ST,BROADWAY/W 168 ST,ST NICHOLAS AV/W 167 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx8,LOCUST PT TIERNEY PL,WHITE PLAINS RD/E 225 ST,WHITE PLAINS RD/E 222 ST,E 222 ST/BARNES AV,BRONXWOOD AV/E 222 ST,BRONXWOOD AV/E 220 ST,BRONXWOOD AV/E 218 ST,BRONXWOOD AV/E 216 ST,BRONXWOOD AV/E 214 ST,BRONXWOOD AV/TILDEN ST,BRONXWOOD AV/E GUN HILL RD,BRONXWOOD AV/BARTHOLDI ST,BRONXWOOD AV/BURKE AV,BRONXWOOD AV/ADEE AV,BRONXWOOD AV/ARNOW AV,WILLIAMSBRIDGE RD/BOSTON RD,WILLIAMSBRIDGE RD/ALLERTON AV,WILLIAMSBRIDGE RD/MACE AV,WILLIAMSBRIDGE RD/ASTOR AV,WILLIAMSBRIDGE RD/PELHAM PY N,WILLIAMSBRIDGE RD/PELHAM PY S,WILLIAMSBRIDGE RD/NEILL AV,WILLIAMSBRIDGE RD/RHINELANDER AV,WILLIAMSBRIDGE RD/MORRIS PK AV,WILLIAMSBRIDGE RD/PIERCE AV,WILLIAMSBRIDGE RD/SILVER ST,WILLIAMSBRIDGE RD/E TREMONT AV,E TREMONT AV/LANE AV,WESTCHESTER AV/MIDDLETOWN RD,WESTCHESTER AV/ROBERTS AV,CROSBY AV/WESTCHESTER AV,CROSBY AV/MIDDLETOWN RD,CROSBY AV/DUDLEY AV,CROSBY AV/CODDINGTON AV,CROSBY AV/WATERBURY AV,CROSBY AV/BAISLEY AV,CROSBY AV/BRUCKNER BL,OTIS AV/THROGS NECK EP,LAYTON AV/VINCENT AV,LAYTON AV/CLARENCE AV,DEAN AV/LAFAYETTE AV,CLARENCE AV/PHILIP AV,CLARENCE AV/RANDALL AV,THROGS NECK/VETERANS MEMORIAL,ELLSWORTH AV/SCHLEY AV,EDGEWATER PK/EDGEWATER PK OVAL,THROGS NECK EXP/PRENTISS AV,PENNYFIELD AV/LAWTON AV,PENNYFIELD AV/HARDING AV,THROGS NECK EXP/HARDING AV,LONGSTREET AV/CHAFFEE AV,CHAFFEE AV/HATTING PL,LOCUST POINT DR/GEIGERICH PL,TIERNEY PL/LONGSTREET AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx8,WILLIAMSBRIDGE 225 ST,TIERNEY PL/LONGSTREET AV,GEIGERICH PL/LOCUST POINT DR,LOCUST POINT DR/HATTING PL,LONGSTREET AV/CHAFFEE AV,PENNYFIELD AV/HARDING AV,PENNYFIELD AV/THROGS NECK EP,THROGS NECK EXP/WISSMAN AV,EDGEWATER PL/EDGEWATER PK OVAL,THROGS NECK EP/MEAGHER AV,THROGS NECK EP/VETERANS MEMORIAL PK,THROGS NECK EP/RANDALL AV,CLARENCE AV/RANDALL AV,CLARENCE AV/PHILIP AV,DEAN AV/LAFAYETTE AV,DEAN AV/LAYTON AV,LAYTON AV/VINCENT AV,LAYTON AV/THROGS NECK EP,OTIS AV/LOGAN AV,CROSBY AV/BRUCKNER BL,CROSBY AV/BAISLEY AV,CROSBY AV/WATERBURY AV,CROSBY AV/CODDINGTON AV,CROSBY AV/ZULETTE AV,CROSBY AV/MIDDLETOWN RD,CROSBY AV/BUHRE AV,WESTCHESTER AV/ROBERTS AV,WESTCHESTER AV/MULFORD AV,WESTCHESTER AV/E TREMONT AV,WILLIAMSBRIDGE RD/ST RAYMONDS AV,WILLIAMSBRIDGE RD/EASTCHESTER RD,WILLIAMSBRIDGE RD/PIERCE AV,WILLIAMSBRIDGE RD/MORRIS PK AV,WILLIAMSBRIDGE RD/RHINELANDER AV,WILLIAMSBRIDGE RD/NEILL AV,WILLIAMSBRIDGE RD/PELHAM PY,WILLIAMSBRIDGE RD/PELHAM PY N,WILLIAMSBRIDGE RD/ASTOR AV,WILLIAMSBRIDGE RD/MACE AV,WILLIAMSBRIDGE RD/ALLERTON AV,WILLIAMSBRIDGE RD/BOSTON RD,BRONXWOOD AV/ARNOW AV,BRONXWOOD AV/ADEE AV,BRONXWOOD AV/BURKE AV,BRONXWOOD AV/DUNCAN ST,BRONXWOOD AV/GUN HILL RD,BRONXWOOD AV/TILDEN ST,BRONXWOOD AV/E 214 ST,BRONXWOOD AV/E 216 ST,BRONXWOOD AV/E 218 ST,BRONXWOOD AV/E 220 ST,BRONXWOOD AV/E 222 ST,BRONXWOOD AV/E 224 ST,E 226 ST/BRONXWOOD AV,E 226 ST/BARNES AV,E 226 ST/WHITE PLAINS RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx9,RIVERDALE 262 ST,E TREMONT AV/E 177 ST,DEVOE AV/LEBANON ST,E 180 ST/BOSTON RD,E 180 ST/DALY AV,E 180 ST/CROTONA PY,SOUTHERN BL/BRONX PK S,SOUTHERN BL/E 183 ST,SOUTHERN BL/E 187 ST,SOUTHERN BL/E 189 ST,E FORDHAM RD/CAMBERLENG AV,E FORDHAM RD/HOFFMAN ST,E FORDHAM RD/BATHGATE AV,E FORDHAM RD/3 AV,E FORDHAM RD/DECATUR AV,E KINGSBRIDGE RD/E 192 ST,E KINGSBRIDGE RD/GRAND CONCOURSE,W KINGSBRIDGE RD/MORRIS AV,W KINGSBRIDGE RD/UNIVERSITY AV,W KINGSBRIDGE RD/SEDGWICK AV,W KINGSBRIDGE RD/KINGSBRIDGE TER,W KINGSBRIDGE RD/BAILEY AV,W 225 ST/BROADWAY,BROADWAY/W 228 ST,BROADWAY/EXTERIOR ST,BROADWAY/W 231 ST,BROADWAY/W 234 ST,BROADWAY/TIM HENDRICK PL,BROADWAY/W 238 ST,BROADWAY/VAN CORTLANDT PK S,BROADWAY/W 242 ST,BROADWAY/W 246 ST,BROADWAY/W 251 ST,BROADWAY/LAKE VIEW PL,BROADWAY/W 254 ST,BROADWAY/MOSHOLU AV,BROADWAY/W 260 ST,BROADWAY/W 262 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bx9,WEST FARMS,BROADWAY/W 262 ST,BROADWAY/W 260 ST,BROADWAY/MOSHOLU AV,BROADWAY/W 254 ST,BROADWAY/LAKE VIEW PL,BROADWAY/W 251 ST,BROADWAY/W 246 ST,BROADWAY/W 242 ST,BROADWAY/W 240 ST,BROADWAY/W 238 ST,BROADWAY/W 236 ST,BROADWAY/W 234 ST,BROADWAY/W 231 ST,BROADWAY/KIMBERLY PL,BROADWAY/W 228 ST,W 225 ST/BROADWAY,W KINGSBRIDGE RD/HEATH AV,W KINGSBRIDGE RD/KINGSBRIDGE TER,W KINGSBRIDGE RD/SEDGWICK AV,W KINGSBRIDGE RD/UNIVERSITY AV,W KINGSBRIDGE RD/JEROME AV,E KINGSBRIDGE RD/GRAND CONCOURSE,E KINGSBRIDGE RD/E192 ST,E KINGSBRIDGE RD/E FORDHAM RD,E FORDHAM RD/3 AV,E FORDHAM RD/BATHGATE AV,E FORDHAM RD/HOFFMAN ST,E FORDHAM RD/CAMBRELENG AV,SOUTHERN BL/E FORDHAM RD,SOUTHERN BL/E 187 ST,SOUTHERN BL/E 183 ST,SOUTHERN BL/E 182 ST,E 180 ST/MOHEGAN AV,E 180 ST/DALY AV,BOSTON RD/E 180 ST,BOSTON RD/E 178 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M100,E HARLEM 2 AV-127 ST,BROADWAY/W 220 ST,10 AV/W 214 ST,10 AV/W 211 ST,10 AV/W 207 ST,10 AV/W 204 ST,10 AV/W 202 ST,DYCKMAN ST/10 AV,DYCKMAN ST/NAGLE AV,DYCKMAN ST/SHERMAN AV,BROADWAY/RIVERSIDE DR,BROADWAY/DONGAN PL,BROADWAY/SHERMAN AV,BROADWAY/BENNETT AV,BROADWAY/W 192 ST,BROADWAY/W 190 ST,BROADWAY/W 189 ST,BROADWAY/W 187 ST,BROADWAY/W 185 ST,BROADWAY/W 181 ST,BROADWAY/W 178 ST,BROADWAY/W 176 ST,BROADWAY/W 174 ST,BROADWAY/W 172 ST,BROADWAY/W 170 ST,BROADWAY/W 168 ST,W 166 ST/ST NICHOLAS AV,ST NICHOLAS AV/W 164 ST,ST NICHOLAS AV/W 162 ST,AMSTERDAM AV/W 158 ST,AMSTERDAM AV/W 156 ST,AMSTERDAM AV/W 152 ST,AMSTERDAM AV/W 150 ST,AMSTERDAM AV/W 148 ST,AMSTERDAM AV/W 145 ST,AMSTERDAM AV/W 143 ST,AMSTERDAM AV/W 140 ST,AMSTERDAM AV/W 138 ST,AMSTERDAM AV/W 135 ST,AMSTERDAM AV/W 131 ST,AMSTERDAM AV/W 129 ST,W 125 ST/AMSTERDAM AV,W 125 ST/MORNINGSIDE AV,W 125 ST/ST NICHOLAS AV,W 125 ST/FRED DOUGLASS BL,W 125 ST/ADAM C POWELL BL,W 125 ST/MALCOLM X  BL,E 125 ST/5 AV,E 125 ST/MADISON AV,E 125 ST/PARK AV,E 125 ST/LEXINGTON AV,3 AV/E 125 ST,E 127 ST/2 AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M100,INWOOD 220 ST via AMSTERDAM via BROADWAY,E 127 ST/ 2 AV,E 125 ST/2 AV,E 125 ST/3 AV,E 125 ST/LEXINGTON AV,E 125 ST/PARK AV,E 125 ST/MADISON AV,W 125 ST/5 AV,W 125 ST/MALCOLM X BL,W 125 ST/ADAM C POWELL BL,W 125 ST/FRED DOUGLASS BL,W 125 ST/ST NICHOLAS AV,W 125 ST/AMSTERDAM AV,AMSTERDAM AV/W 126 ST,AMSTERDAM AV/W 129 ST,AMSTERDAM AV/W 131 ST,AMSTERDAM AV/W 133 ST,AMSTERDAM AV/W 135 ST,AMSTERDAM AV/W 138 ST,AMSTERDAM AV/W 140 ST,AMSTERDAM AV/W 143 ST,AMSTERDAM AV/W 145 ST,AMSTERDAM AV/W 147 ST,AMSTERDAM AV/W 149 ST,AMSTERDAM AV/W 151 ST,AMSTERDAM AV/W 155 ST,AMSTERDAM AV/W 161 ST,ST NICHOLAS AV/W 163 ST,ST NICHOLAS AV/W 167 ST,BROADWAY/W 171 ST,BROADWAY/W 173 ST,BROADWAY/W 175 ST,BROADWAY/W 178 ST,BROADWAY/W 181 ST,BROADWAY/W 183 ST,BROADWAY/W 185 ST,BROADWAY/W 187 ST,BROADWAY/W 189 ST,BROADWAY/FAIRVIEW AV,BROADWAY/W 193 ST,BROADWAY/W 196 ST,BROADWAY/SHERMAN AV,BROADWAY/ARDEN ST,DYCKMAN ST/BROADWAY,DYCKMAN ST/SHERMAN AV,DYCKMAN ST/FT. GEORGE HILL,10 AV/HARLEM RIVER DR,10 AV/W 202 ST,10 AV/W 207 ST,10 AV/SHERMAN AV,10 AV/W 215 ST,BROADWAY/W 220 ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1,BAY RIDGE 4 AV,ORIENTAL BL/MACKENZIE ST,ORIENTAL BL/JAFFRAY ST,ORIENTAL BL/HASTINGS ST,ORIENTAL BL/FALMOUTH ST,ORIENTAL BL/DOVER ST,ORIENTAL BL/BEAUMONT ST,ORIENTAL BL/WEST END AV,BRIGHTON BEACH AV/CORBIN PL,BRIGHTON BEACH AV/BRIGHTON 14 ST,BRIGHTON BEACH AV/BRIGHTON 12 ST,BRIGHTON BEACH AV/CONEY ISLAND AV,BRIGHTON BEACH AV/BRIGHTON 5 ST,BRIGHTON BEACH AV/BRIGHTON 3 ST,BRIGHTON BEACH AV/BRIGHTON 1 PL,BRIGHTON BEACH AV/OCEAN PY,OCEAN PY/OCEAN VIEW AV,OCEAN PY/NEPTUNE AV,OCEAN PY/WEST AV,OCEAN PY/SHORE PY,AV X/OCEAN PY,AV X/E 2 ST,AV X/WEST ST,AV X/W 2 ST,AV X/MC DONALD AV,86 ST/VAN SICKLEN ST,86 ST/W 7 ST,86 ST/W 9 ST,86 ST/W 11 ST,86 ST/AV U,86 ST/STILLWELL AV,86 ST/25 AV,86 ST/24 AV,86 ST/23 AV,86 ST/BAY PY,86 ST/21 AV,86 ST/20 AV,86 ST/19 AV,86 ST/NEW UTRECHT AV,86 ST/18 AV,86 ST/17 AV,86 ST/15 AV,86 ST/14 AV,86 ST/13 AV,86 ST/12 AV,86 ST/11 AV,86 ST/7 AV,86 ST/FT HAMILTON PY,5 AV/86 ST,87 ST/4 AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B1,MANHATTAN BEACH KINGSBORO CC,86 ST/4 AV,86 ST/5 AV,86 ST/FT HAMILTON PY,86 ST/DAHLGREN PL,86 ST/7 AV,86 ST/11 AV,86 ST/12 AV,86 ST/13 AV,86 ST/14 AV,86 ST/15 AV,86 ST/16 AV,86 ST/17 AV,86 ST/18 AV,86 ST/19 AV,86 ST/20 AV,86 ST/21 AV,86 ST/BAY PY,86 ST/23 AV,86 ST/24 AV,86 ST/25 AV,86 ST/STILLWELL AV,86 ST/AV U,86 ST/AV V,86 ST/W 8 ST,86 ST/AV W,AV X/SHELL RD,AV X/W 1 ST,AV X/E 1 ST,AV X/E 3 ST,AV X/OCEAN PY,OCEAN PKY/SHORE PKY,OCEAN PY/WEST AV,OCEAN PY/NEPTUNE AV,OCEAN PY/OCEAN VIEW AV,BRIGHTON BEACH AV/OCEAN PY,BRIGHTON BEACH AV/BRIGHTON 1 PL,BRIGHTON BEACH AV/BRIGHTON 3 ST,BRIGHTON BEACH AV/BRIGHTON 6 ST,BRIGHTON BEACH/CONEY ISLAND AV,BRIGHTON BEACH AV/BRIGHTON 12 ST,BRIGHTON BEACH AV/BRIGHTON 14 ST,CORBIN PL/BRIGHTON BEACH AV,ORIENTAL BL/WEST END AV,ORIENTAL BL/BEAUMONT ST,ORIENTAL BL/DOVER ST,ORIENTAL BL/OCEAN AV,ORIENTAL BL/HASTINGS ST,ORIENTAL BL/KENSINGTON ST,ORIENTAL BL/MACKENZIE ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B11,MIDWOOD FLATBUSH AV,58 ST/1 Av,2 AV/56 ST,52 ST/2 AV,52 ST/3 AV,52 ST/4 AV,50 ST/4 AV,50 ST/5 AV,50 ST/6 AV,50 ST/7 AV,50 ST/8 AV,50 ST/9 AV,50 ST/10 AV,50 ST/FT HAMILTON PY,50 ST/11 AV,50 ST/NEW UTRECHT AV,50 ST/13 AV,50 ST/14 AV,50 ST/15 AV,50 ST/16 AV,50 ST/17 AV,50 ST/18 AV,50 ST/19 AV,50 ST/20 AV,AV I/MC DONALD AV,AV I/E 3 ST,AV I/OCEAN PY,AV I/E 7 ST,AV I/E 9 ST,CONEY ISLAND AV/AV I,AV J/CONEY ISLAND AV,AV J/E 16 ST,AV J/E 18 ST,AV J/OCEAN AV,AV J/E 22 ST,BEDFORD AV/AV J,BEDFORD AV/AV I,BEDFORD AV/CAMPUS RD,GLENWOOD RD/BEDFORD AV,GLENWOOD RD/FLATBUSH AV,NOSTRAND AV/FLATBUSH AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B11,SUNSET PARK 1 AV-58 ST,FLATBUSH AV/E 31 ST,GLENWOOD RD/FLATBUSH AV,GLENWOOD RD/AMERSFORT PL,BEDFORD AV/GLENWOOD RD,BEDFORD AV/CAMPUS ROAD,BEDFORD AV/AV I,BEDFORD AV/AV J,AV J/E 23 ST,AV J/OCEAN AV,AV J/E 18 ST,AV J/E 15 ST,AV J/CONEY ISLAND AV,AV I/CONEY ISLAND AV,AV I/E 9 ST,AV I/E 7 ST,AV I/OCEAN PY,AV I/E 3 ST,AV I/MC DONALD AV,PARKVILLE AV/MCDONALD AV,18 AV/47 ST,49 ST/18 AV,49 ST/17 AV,49 ST/16 AV,49 ST/15 AV,49 ST/14 AV,49 ST/13 AV,49 ST/NEW UTRECHT AV,49 ST/11 AV,49 ST/10 AV,49 ST/9 AV,49 ST/8 AV,49 ST/7 AV,49 ST/6 AV,49 ST/5 AV,49 ST/4 AV,4 AV/53 ST,55 ST/4 AV,55 ST/3 AV,55 ST/2 AV,53 ST/2 AV,53 ST/1 AV,1 AV / 56 ST,58 ST/1 AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B12,EAST NEW YORK ALABAMA AV,PARKSIDE AV/OCEAN AV,PARKSIDE AV/FLATBUSH AV,PARKSIDE AV/BEDFORD AV,CLARKSON AV/BEDFORD AV,CLARKSON AV/ROGERS AV,CLARKSON AV/NOSTRAND AV,CLARKSON AV/NEW YORK AV,CLARKSON AV/KINGS CNTY HOS MAIN,CLARKSON AV/E 38 ST,ALBANY AV/CLARKSON AV,ALBANY AV/WINTHROP ST,ALBANY AV/HAWTHORNE ST,ALBANY AV/RUTLAND RD,ALBANY AV/MAPLE ST,EAST NEW YORK AV/ALBANY AV,TROY AV/EAST NEW YORK AV,LEFFERTS AV/SCHENECTADY AV,EMPIRE BL/UTICA AV,EAST NEW YORK AV/E 92 ST,EAST NEW YORK AV/E 94 ST,EAST NEW YORK AV/E 96 ST,EAST NEW YORK AV/ROCKAWAY PY,EAST NEW YORK AV/RALPH AV,EAST NEW YORK AV/UNION ST,PITKIN AV/HOWARD AV,SARATOGA AV/PITKIN AV,EAST NEW YORK AV/STRAUSS ST,EAST NEW YORK AV/AMBOY ST,EAST NEW YORK AV/BRISTOL ST,EAST NEW YORK AV/ROCKAWAY AV,EAST NEW YORK AV/MOTHER GASTON BL,EAST NEW YORK AV/SACKMAN ST,EAST NEW YORK AV/JUNIUS ST,FULTON ST/ALABAMA AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B12,LEFFERTS GARDENS OCEAN AV,ALABAMA AV / FULTON ST,PACIFIC ST/EAST NEW YORK AV,SACKMAN ST/DEAN ST,EAST NEW YORK AV/MOTHER GASTON BL,EAST NEW YORK AV/ST MARKS AV,EAST NEW YORK AV/ROCKAWAY AV,EAST NEW YORK AV/STERLING PL,EAST NEW YORK AV/SARATOGA AV,NEW YORK AV/LINCOLN PL,EAST NEW YORK AV/RALPH AV,EAST NEW YORK AV/PORTAL ST,EAST NEW YORK AV/E 96 ST,EAST NEW YORK AV/E 95 ST,EAST NEW YORK AV/MONTGOMERY ST,EMPIRE BL/UTICA AV,SCHENECTADY AV/LEFFERTS AV,EAST NEW YORK AV/TROY AV,ALBANY AV/EAST NEW YORK AV,ALBANY AV/MIDWOOD ST,ALBANY AV/FENIMORE ST,ALBANY AV/WINTHROP ST,CLARKSON AV/ALBANY AV,CLARKSON AV/E 39 ST,CLARKSON AV/KINGS CNTY HOS MAIN,CLARKSON AV/NEW YORK AV,CLARKSON AV/NOSTRAND AV,CLARKSON AV/ROGERS AV,CLARKSON AV/BEDFORD AV,CLARKSON AV/FLATBUSH AV,WOODRUFF AV/OCEAN AV,PARKSIDE AV/OCEAN AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
